
DATE,OSS_KEYWORD,USERS,SITE_VISITS,RANK,KEYWORD_CATEGORY
2022-01-30,n95 mask,80.608242137,83.387836693,5,Face Masks
2022-01-30,eggs,69.489863911,72.269458467,6,Grocery
2022-01-30,laptop,68.100066633,70.879661189,7,Computer
2022-01-30,toilet paper,68.100066633,68.100066633,7,Grocery
2022-01-30,nintendo switch,63.930674798,63.930674798,9,Toy & Games
2022-01-30,maus,63.930674798,65.320472076,9,Miscellaneous
2022-01-31,maus,109.083953848,109.083953848,1,Miscellaneous
2022-01-31,monitor,77.917109891,83.910733729,2,Computer
2022-01-31,vox machina,75.519660356,79.115834659,3,Movie
2022-01-31,n95 mask,73.122210821,75.519660356,4,Face Masks
2022-01-31,toilet paper,65.929862216,70.724761286,5,Grocery
2022-01-31,ps5,65.929862216,70.724761286,5,Toy & Games
2022-01-31,nintendo switch,63.53241268,63.53241268,7,Toy & Games
2022-01-31,airpods,61.134963145,61.134963145,8,Airpods
2022-01-31,ssd,57.538788843,63.53241268,9,Computer
2022-01-31,space heater,57.538788843,58.73751361,9,Appliance
2022-01-31,laptop,57.538788843,62.333687913,9,Computer
2022-02-01,n95 mask,77.686339588,80.076688498,1,Face Masks
2022-02-01,laptop,72.905641767,84.857386319,2,Computer
2022-02-01,vox machina,70.515292857,71.710467312,3,Movie
2022-02-01,kn95 face masks,70.515292857,71.710467312,3,Face Masks
2022-02-01,valentines day gifts for her,66.929769491,68.124943946,5,Holiday
2022-02-01,office chair,66.929769491,75.295990678,5,Furniture
2022-02-01,external hard drive,65.734595036,71.710467312,7,Computer
2022-02-01,toilet paper,63.344246126,65.734595036,8,Grocery
2022-02-01,eggs,62.14907167,63.344246126,9,Grocery
2022-02-01,monitor,60.953897215,65.734595036,10,Computer
2022-02-02,groundhog day,80.602623235,87.820768599,1,Miscellaneous
2022-02-02,n95 mask,74.587502098,76.993550553,2,Face Masks
2022-02-02,vox machina,72.181453643,78.19657478,3,Movie
2022-02-02,webcam,70.978429416,81.805647462,4,Computer
2022-02-02,laptop,68.572380961,79.399599008,5,Computer
2022-02-02,valentines day gifts for her,66.166332506,69.775405189,6,Holiday
2022-02-02,office chair,66.166332506,67.369356734,6,Furniture
2022-02-02,nintendo switch,66.166332506,67.369356734,6,Toy & Games
2022-02-02,ps5,62.557259824,64.963308279,9,Toy & Games
2022-02-02,kn95 face masks,58.948187142,61.354235597,10,Face Masks
2022-02-03,vox machina,114.887170807,123.352541287,1,Movie
2022-02-03,nintendo switch,72.560318404,74.978995684,2,Toy & Games
2022-02-03,valentines day gifts for her,68.932302484,74.978995684,3,Holiday
2022-02-03,monitor,65.304286564,68.932302484,4,Computer
2022-02-03,n95 mask,61.676270644,62.885609284,5,Face Masks
2022-02-03,ipad,59.257593363,65.304286564,6,Computer
2022-02-03,toilet paper,58.048254723,58.048254723,7,Grocery
2022-02-03,ps5,55.629577443,55.629577443,8,Toy & Games
2022-02-03,laptop,54.420238803,59.257593363,9,Computer
2022-02-03,webcam,54.420238803,58.048254723,9,Computer
2022-02-04,vox machina,218.454855142,243.421124301,1,Movie
2022-02-04,reacher,101.113390094,102.361703552,2,Movie
2022-02-04,legend of vox machina,87.381942057,94.871822805,3,Movie
2022-02-04,prime video,76.147120935,81.140374767,4,Amazon
2022-02-04,valentines day gifts for her,73.650494019,78.643747851,5,Holiday
2022-02-04,the legend of vox machina,58.670732524,64.912299814,6,Movie
2022-02-04,eggs,54.92579215,54.92579215,7,Grocery
2022-02-04,ps5,53.677478692,53.677478692,8,Toy & Games
2022-02-04,toilet paper,52.429165234,53.677478692,9,Grocery
2022-02-04,office chair,51.180851776,52.429165234,10,Furniture
2022-02-04,invincible,51.180851776,54.92579215,10,Movie
2022-02-04,n95 mask,51.180851776,51.180851776,10,Face Masks
2022-02-05,vox machina,184.538127784,191.746648401,1,Movie
2022-02-05,reacher,111.011217495,122.544850482,2,Movie
2022-02-05,monitor,89.385655646,92.269063892,3,Computer
2022-02-05,valentines day gifts for her,83.618839152,90.827359769,4,Holiday
2022-02-05,nintendo switch,72.085206166,72.085206166,5,Toy & Games
2022-02-05,ssd,69.201797919,73.526910289,6,Computer
2022-02-05,laptop,69.201797919,74.968614412,6,Computer
2022-02-05,mouse pad,61.993277303,66.318389672,8,Computer
2022-02-05,headphones,61.993277303,61.993277303,8,Computer
2022-02-05,prime video,60.551573179,70.643502042,10,Amazon
2022-02-06,vox machina,145.193312005,159.021246482,1,Movie
2022-02-06,reacher,103.709508575,107.857888918,2,Movie
2022-02-06,valentines day gifts for her,85.733193755,88.498780651,3,Holiday
2022-02-06,eggs,76.053639622,77.436433069,4,Grocery
2022-02-06,invincible,71.905259279,80.202019965,5,Movie
2022-02-06,monitor,66.374085488,70.522465831,6,Computer
2022-02-06,creatine,66.374085488,67.756878936,6,Healthcare
2022-02-06,air fryer,66.374085488,71.905259279,6,Appliance
2022-02-06,office chair,64.99129204,66.374085488,9,Furniture
2022-02-06,headphones,64.99129204,69.139672383,9,Computer
2022-02-06,kindle,64.99129204,64.99129204,9,Computer
2022-02-07,valentines day gifts for her,157.623757853,159.994039926,1,Holiday
2022-02-07,vox machina,79.404449445,85.330154627,2,Movie
2022-02-07,kindle,74.663885299,78.219308408,3,Computer
2022-02-07,reacher,73.478744262,82.959872554,4,Movie
2022-02-07,nintendo switch,60.442192861,61.627333897,5,Toy & Games
2022-02-07,toilet paper,59.257051824,59.257051824,6,Grocery
2022-02-07,valentines day gifts for him,58.071910788,61.627333897,7,Holiday
2022-02-07,prime video,56.886769751,67.55303908,8,Amazon
2022-02-07,monitor,56.886769751,60.442192861,8,Computer
2022-02-07,mouse pad,55.701628715,58.071910788,10,Computer
2022-02-08,valentines day gifts for her,161.624081778,165.189318876,1,Holiday
2022-02-08,reacher,83.188865621,86.754102719,2,Movie
2022-02-08,monitor,74.869979059,78.435216157,3,Computer
2022-02-08,vox machina,70.116329595,78.435216157,4,Movie
2022-02-08,lost ark,60.609030667,62.985855399,5,Movie
2022-02-08,valentines day gifts for him,58.232205935,59.420618301,6,Holiday
2022-02-08,laptop,58.232205935,65.362680131,6,Computer
2022-02-08,keyboard,57.043793569,60.609030667,8,Computer
2022-02-08,airpods,55.855381203,55.855381203,9,Airpods
2022-02-08,chocolate,53.478556471,57.043793569,10,Grocery
2022-02-08,kindle,53.478556471,53.478556471,10,Computer
2022-02-09,valentines day gifts for her,185.820232391,190.584853735,1,Holiday
2022-02-09,reacher,70.278164815,79.807407501,2,Movie
2022-02-09,nintendo switch,67.895854143,69.087009479,3,Toy & Games
2022-02-09,vox machina,67.895854143,71.46932015,3,Movie
2022-02-09,monitor,58.366611456,60.748922128,5,Computer
2022-02-09,valentines day gifts for him,57.17545612,60.748922128,6,Holiday
2022-02-09,s22 ultra case,55.984300785,64.322388135,7,Cellphone
2022-02-09,headphones,52.410834777,53.601990113,8,Computer
2022-02-09,air fryer,52.410834777,52.410834777,8,Appliance
2022-02-09,laptop,52.410834777,52.410834777,8,Computer
2022-02-10,valentines day gifts for her,149.99595539,158.395728892,1,Holiday
2022-02-10,vox machina,123.596667241,141.596181888,2,Movie
2022-02-10,gehraiyaan hindi movie,118.796796669,127.196570171,3,Movie
2022-02-10,reacher,75.597961517,81.597799732,4,Movie
2022-02-10,nintendo switch,67.198188015,69.598123301,5,Toy & Games
2022-02-10,ssd,59.998382156,62.398317442,6,Computer
2022-02-10,laptop,56.398479227,62.398317442,7,Computer
2022-02-10,headphones,55.198511584,56.398479227,8,Computer
2022-02-10,s22 ultra case,53.99854394,64.798252728,9,Cellphone
2022-02-10,monitor,52.798576297,57.59844687,10,Computer
2022-02-11,vox machina,173.888001882,196.245030696,1,Movie
2022-02-11,gehraiyaan hindi movie,144.078630131,163.951544632,2,Movie
2022-02-11,valentines day gifts for her,139.110401506,142.836572975,3,Holiday
2022-02-11,reacher,109.301029754,115.511315536,4,Movie
2022-02-11,ssd,69.555200753,69.555200753,5,Computer
2022-02-11,headphones,64.586972128,64.586972128,6,Computer
2022-02-11,laptop,63.344914971,72.039315065,7,Computer
2022-02-11,airpods,62.102857815,62.102857815,8,Airpods
2022-02-11,lost ark,62.102857815,64.586972128,8,Movie
2022-02-11,prime videos,59.618743502,60.860800659,10,Amazon
2022-02-12,vox machina,132.014890099,145.071307801,1,Movie
2022-02-12,valentines day gifts for her,118.958472397,123.310611631,2,Holiday
2022-02-12,reacher,107.352767773,113.155620085,3,Movie
2022-02-12,gehraiyaan hindi movie,94.296350071,104.451341617,4,Movie
2022-02-12,nintendo switch,76.887793135,76.887793135,5,Toy & Games
2022-02-12,ssd,69.634227744,73.986366979,6,Computer
2022-02-12,headphones,68.183514666,68.183514666,7,Computer
2022-02-12,prime videos,66.732801588,66.732801588,8,Amazon
2022-02-12,eggs,63.831375432,63.831375432,9,Grocery
2022-02-12,laptop,62.380662354,72.535653901,10,Computer
2022-02-13,valentines day gifts for her,108.085519569,115.1040598,1,Holiday
2022-02-13,vox machina,96.855855198,109.489227615,2,Movie
2022-02-13,reacher,84.222482781,94.048439105,3,Movie
2022-02-13,gehraiyaan hindi movie,75.800234503,81.415066688,4,Movie
2022-02-13,super bowl,70.185402317,70.185402317,5,Sports
2022-02-13,superbowl,63.166862086,63.166862086,6,Sports
2022-02-13,superbowl 2022,61.763154039,61.763154039,7,Sports
2022-02-13,nintendo switch,61.763154039,65.974278178,7,Toy & Games
2022-02-13,prime video,60.359445993,71.589110364,9,Amazon
2022-02-13,chocolate,60.359445993,60.359445993,9,Grocery
2022-02-14,reacher,77.663495247,83.730955814,1,Movie
2022-02-14,vox machina,65.528574115,66.742066228,2,Movie
2022-02-14,ps5,64.315082002,65.528574115,3,Toy & Games
2022-02-14,laptop,61.888097775,69.169050455,4,Computer
2022-02-14,nintendo switch,58.247621436,65.528574115,5,Toy & Games
2022-02-14,headphones,57.034129322,57.034129322,6,Computer
2022-02-14,airpods,54.607145096,55.820637209,7,Airpods
2022-02-14,toilet paper,53.393652983,53.393652983,8,Grocery
2022-02-14,valentines day gifts for her,52.180160869,52.180160869,9,Holiday
2022-02-14,monitor,52.180160869,55.820637209,9,Computer
2022-02-15,reacher,76.455987017,82.429111002,1,Movie
2022-02-15,vox machina,66.89898864,71.677487828,2,Movie
2022-02-15,headphones,60.925864654,63.315114248,3,Computer
2022-02-15,laptop,58.53661506,63.315114248,4,Computer
2022-02-15,ps5,57.341990263,57.341990263,5,Toy & Games
2022-02-15,monitor,54.952740668,62.120489451,6,Computer
2022-02-15,ipad,54.952740668,57.341990263,6,Computer
2022-02-15,nintendo switch,53.758115871,57.341990263,8,Toy & Games
2022-02-15,ssd,51.368866277,54.952740668,9,Computer
2022-02-15,printer,51.368866277,54.952740668,9,Printer
2022-02-15,kindle,51.368866277,52.563491074,9,Computer
2022-02-16,vox machina,74.152751972,83.720849001,1,Movie
2022-02-16,monitor,65.780667072,72.956739844,2,Computer
2022-02-16,reacher,56.212570044,58.604594301,3,Movie
2022-02-16,headphones,53.820545786,55.016557915,4,Computer
2022-02-16,protein powder,52.624533658,52.624533658,5,Grocery
2022-02-16,kindle,52.624533658,55.016557915,5,Computer
2022-02-16,toilet paper,50.232509401,52.624533658,7,Grocery
2022-02-16,ps5,50.232509401,52.624533658,7,Toy & Games
2022-02-16,laptop,47.840485144,57.408582172,9,Computer
2022-02-16,creatine,47.840485144,50.232509401,9,Healthcare
2022-02-16,milk,47.840485144,49.036497272,9,Grocery
2022-02-17,vox machina,148.243808259,160.296150394,1,Movie
2022-02-17,laptop,62.672179101,63.877413315,2,Computer
2022-02-17,nintendo switch,60.261710674,65.082647528,3,Toy & Games
2022-02-17,ps5,59.056476461,60.261710674,4,Toy & Games
2022-02-17,reacher,56.646008034,60.261710674,5,Movie
2022-02-17,mouse pad,49.414602753,51.82507118,6,Computer
2022-02-17,airpods,48.209368539,50.619836966,7,Airpods
2022-02-17,monitor,45.798900112,49.414602753,8,Computer
2022-02-17,office chair,45.798900112,47.004134326,8,Furniture
2022-02-17,external hard drive,43.388431685,47.004134326,10,Computer
2022-02-18,vox machina,213.669858993,233.779963369,1,Movie
2022-02-18,ps5,67.871602268,75.412891409,2,Toy & Games
2022-02-18,marvelous mrs maisel,56.559668557,62.844076174,3,Movie
2022-02-18,reacher,55.302787033,57.81655008,4,Movie
2022-02-18,laptop,54.04590551,64.100957698,5,Computer
2022-02-18,legend of vox machina,54.04590551,57.81655008,5,Movie
2022-02-18,monitor,52.789023987,56.559668557,7,Computer
2022-02-18,headphones,49.018379416,50.27526094,8,Computer
2022-02-18,nintendo switch,47.761497893,49.018379416,9,Toy & Games
2022-02-18,office chair,46.504616369,51.532142463,10,Furniture
2022-02-19,vox machina,179.22916272,193.920077697,1,Movie
2022-02-19,reacher,91.083672857,105.774587834,2,Movie
2022-02-19,prime videos,69.047300392,74.923666383,3,Amazon
2022-02-19,monitor,66.109117397,73.454574885,4,Computer
2022-02-19,ps5,66.109117397,66.109117397,4,Toy & Games
2022-02-19,nintendo switch,60.232751406,67.578208894,6,Toy & Games
2022-02-19,eggs,58.763659908,60.232751406,7,Grocery
2022-02-19,kindle,57.29456841,64.640025899,8,Computer
2022-02-19,air fryer,54.356385415,55.825476913,9,Appliance
2022-02-19,ssd,54.356385415,55.825476913,9,Computer
2022-02-19,milk,54.356385415,57.29456841,9,Grocery
2022-02-20,vox machina,130.184315793,138.767897054,1,Movie
2022-02-20,reacher,100.141781379,111.586556394,2,Movie
2022-02-20,nintendo switch,68.668650089,70.099246965,3,Toy & Games
2022-02-20,prime videos,67.238053212,71.529843842,4,Amazon
2022-02-20,office chair,67.238053212,67.238053212,4,Furniture
2022-02-20,laptop,65.807456335,74.391037596,6,Computer
2022-02-20,ssd,62.946262581,65.807456335,7,Computer
2022-02-20,headphones,60.085068828,62.946262581,8,Computer
2022-02-20,bread,60.085068828,61.515665704,8,Grocery
2022-02-20,monitor,57.223875074,60.085068828,10,Computer
2022-02-20,toilet paper,57.223875074,60.085068828,10,Grocery
2022-02-21,vox machina,101.700236756,109.233587626,1,Movie
2022-02-21,keyboard,64.033482402,66.544599359,2,Computer
2022-02-21,reacher,60.266806966,65.28904088,3,Movie
2022-02-21,prime video,57.755690009,67.800157837,4,Amazon
2022-02-21,airpods,57.755690009,59.011248488,4,Airpods
2022-02-21,monitor,56.500131531,56.500131531,6,Computer
2022-02-21,ps5,53.989014574,55.244573052,7,Toy & Games
2022-02-21,wireless mouse,53.989014574,55.244573052,7,Computer
2022-02-21,milk,51.477897617,52.733456095,9,Grocery
2022-02-21,toilet paper,51.477897617,52.733456095,9,Grocery
2022-02-21,office chair,51.477897617,53.989014574,9,Furniture
2022-02-22,webcam,66.034826483,66.034826483,1,Computer
2022-02-22,ps5,64.834193274,64.834193274,2,Toy & Games
2022-02-22,vox machina,63.633560065,69.636726109,3,Movie
2022-02-22,laptop,60.031660439,61.232293648,4,Computer
2022-02-22,toilet paper,57.630394022,61.232293648,5,Grocery
2022-02-22,office chair,56.429760813,60.031660439,6,Furniture
2022-02-22,reacher,55.229127604,61.232293648,7,Movie
2022-02-22,airpods,54.028494395,56.429760813,8,Airpods
2022-02-22,monitor,54.028494395,55.229127604,8,Computer
2022-02-22,keyboard,54.028494395,56.429760813,8,Computer
2022-02-23,elden ring,92.623491755,93.826394245,1,Toy & Games
2022-02-23,vox machina,68.565441949,75.782856891,2,Movie
2022-02-23,reacher,64.956734478,67.362539458,3,Movie
2022-02-23,toilet paper,57.739319536,57.739319536,4,Grocery
2022-02-23,ps5,56.536417045,56.536417045,5,Toy & Games
2022-02-23,airpods,56.536417045,56.536417045,5,Airpods
2022-02-23,office chair,51.724807084,55.333514555,7,Furniture
2022-02-23,monitor,50.521904594,51.724807084,8,Computer
2022-02-23,laptop,50.521904594,54.130612065,8,Computer
2022-02-23,wireless mouse,46.913197123,46.913197123,10,Computer
2022-02-23,playstation 5,46.913197123,54.130612065,10,Toy & Games
2022-02-24,elden ring,92.032405471,100.509074396,1,Toy & Games
2022-02-24,ps5,83.555736546,88.39954736,2,Toy & Games
2022-02-24,vox machina,62.969540585,67.8133514,3,Movie
2022-02-24,monitor,58.125729771,64.180493289,4,Computer
2022-02-24,playstation 5,56.914777068,60.547635178,5,Toy & Games
2022-02-24,toilet paper,54.49287166,54.49287166,6,Grocery
2022-02-24,headphones,50.86001355,50.86001355,7,Computer
2022-02-24,reacher,49.649060846,55.703824364,8,Movie
2022-02-24,webcam,48.438108143,53.281918957,9,Computer
2022-02-24,laptop,48.438108143,53.281918957,9,Computer
2022-02-25,ps5,180.093067289,186.346298792,1,Toy & Games
2022-02-25,playstation 5,95.049118847,98.801057749,2,Toy & Games
2022-02-25,vox machina,87.545241043,93.798472546,3,Movie
2022-02-25,elden ring,82.542655841,83.793302141,4,Toy & Games
2022-02-25,marvelous mrs maisel,73.788131736,86.294594743,5,Movie
2022-02-25,laptop,58.780376129,61.28166873,6,Computer
2022-02-25,ps5 console,57.529729828,61.28166873,7,Toy & Games
2022-02-25,mouse pad,53.777790927,57.529729828,8,Computer
2022-02-25,reacher,51.276498325,56.279083528,9,Movie
2022-02-25,monitor,48.775205724,53.777790927,10,Computer
2022-02-26,vox machina,80.087569512,88.824395276,1,Movie
2022-02-26,elden ring,75.719156629,78.631431884,2,Toy & Games
2022-02-26,ps5,72.806881374,75.719156629,3,Toy & Games
2022-02-26,marvelous mrs maisel,64.070055609,77.175294257,4,Movie
2022-02-26,airpods,58.245505099,64.070055609,5,Airpods
2022-02-26,creatine,56.789367472,58.245505099,6,Healthcare
2022-02-26,ukraine flag,56.789367472,61.157780354,6,Miscellaneous
2022-02-26,lego,52.420954589,58.245505099,8,Toy & Games
2022-02-26,office chair,52.420954589,55.333229844,8,Furniture
2022-02-26,nintendo switch,52.420954589,56.789367472,8,Toy & Games
2022-02-27,ps5,77.774243939,77.774243939,1,Toy & Games
2022-02-27,laptop,62.497160308,69.441289231,2,Computer
2022-02-27,vox machina,61.108334523,63.885986092,3,Movie
2022-02-27,eggs,61.108334523,61.108334523,3,Grocery
2022-02-27,airpods,59.719508739,62.497160308,5,Airpods
2022-02-27,toilet paper,58.330682954,59.719508739,6,Grocery
2022-02-27,kindle,58.330682954,61.108334523,6,Computer
2022-02-27,monitor,56.941857169,61.108334523,8,Computer
2022-02-27,nintendo switch,55.553031385,58.330682954,9,Toy & Games
2022-02-27,creatine,52.775379815,54.1642056,10,Healthcare
2022-02-27,headphones,52.775379815,54.1642056,10,Computer
2022-02-27,mouse pad,52.775379815,62.497160308,10,Computer
2022-02-28,airpods,72.427618522,73.614956531,1,Airpods
2022-02-28,toilet paper,65.303590471,66.490928479,2,Grocery
2022-02-28,ps5,61.741576445,61.741576445,3,Toy & Games
2022-02-28,reacher,56.992224411,64.116252462,4,Movie
2022-02-28,vox machina,54.617548394,60.554238437,5,Movie
2022-02-28,protein powder,51.055534368,52.242872377,6,Grocery
2022-02-28,webcam,48.680858351,52.242872377,7,Computer
2022-02-28,nintendo switch,48.680858351,49.86819636,7,Toy & Games
2022-02-28,office chair,45.118844325,48.680858351,9,Furniture
2022-02-28,laptop,45.118844325,45.118844325,9,Computer
2022-02-28,paper towels,45.118844325,45.118844325,9,Grocery
2022-03-01,ps5,63.643147683,69.647218219,1,Toy & Games
2022-03-01,ukraine flag,56.438263039,57.639077147,2,Miscellaneous
2022-03-01,nintendo switch,52.835820718,56.438263039,3,Toy & Games
2022-03-01,protein powder,49.233378396,49.233378396,4,Grocery
2022-03-01,reacher,49.233378396,57.639077147,4,Movie
2022-03-01,headphones,45.630936074,46.831750182,6,Computer
2022-03-01,monitor,45.630936074,46.831750182,6,Computer
2022-03-01,amazon gift card,45.630936074,45.630936074,6,Gift Card
2022-03-01,keyboard,40.827679645,42.028493753,9,Computer
2022-03-01,laptop,40.827679645,42.028493753,9,Computer
2022-03-01,toilet paper,40.827679645,42.028493753,9,Grocery
2022-03-01,ssd,40.827679645,42.028493753,9,Computer
2022-03-01,creatine,40.827679645,40.827679645,9,Healthcare
2022-03-02,ps5,86.570374701,94.986938908,1,Toy & Games
2022-03-02,headphones,62.523048395,64.927781026,2,Computer
2022-03-02,reacher,54.106484188,64.927781026,3,Movie
2022-03-02,prime video,46.892286297,54.106484188,4,Amazon
2022-03-02,monitor,46.892286297,46.892286297,4,Computer
2022-03-02,toilet paper,45.689919981,46.892286297,6,Grocery
2022-03-02,ssd,43.285187351,43.285187351,7,Computer
2022-03-02,earbuds,43.285187351,44.487553666,7,Cellphone
2022-03-02,kindle,43.285187351,43.285187351,7,Computer
2022-03-02,nintendo switch,43.285187351,45.689919981,7,Toy & Games
2022-03-02,mouse pad,43.285187351,43.285187351,7,Computer
2022-03-03,ps5,64.384372522,66.813971485,1,Toy & Games
2022-03-03,ssd,49.806778743,54.66597667,2,Computer
2022-03-03,toilet paper,47.37717978,48.591979262,3,Grocery
2022-03-03,potassium iodide,46.162380299,51.021578225,4,Healthcare
2022-03-03,office chair,46.162380299,51.021578225,4,Furniture
2022-03-03,monitor,44.947580817,48.591979262,6,Computer
2022-03-03,elden ring,43.732781336,44.947580817,7,Toy & Games
2022-03-03,creatine,43.732781336,43.732781336,7,Healthcare
2022-03-03,headphones,43.732781336,46.162380299,7,Computer
2022-03-03,mouse pad,42.517981854,44.947580817,10,Computer
2022-03-04,ps5,70.330034674,70.330034674,1,Toy & Games
2022-03-04,the boys,57.771099911,57.771099911,2,Movie
2022-03-04,laptop,56.515206434,60.282886863,3,Computer
2022-03-04,nintendo switch,55.259312958,56.515206434,4,Toy & Games
2022-03-04,monitor,50.235739053,52.747526005,5,Computer
2022-03-04,headphones,48.979845576,48.979845576,6,Computer
2022-03-04,webcam,47.7239521,47.7239521,7,Computer
2022-03-04,ssd,45.212165148,46.468058624,8,Computer
2022-03-04,kindle,43.956271671,46.468058624,9,Computer
2022-03-04,eggs,41.444484719,41.444484719,10,Grocery
2022-03-05,ps5,85.273217255,88.213673023,1,Toy & Games
2022-03-05,nintendo switch,67.630482651,73.511394185,2,Toy & Games
2022-03-05,reacher,60.279343232,66.160254767,3,Movie
2022-03-05,ipad,57.338887465,61.749571116,4,Computer
2022-03-05,laptop,57.338887465,58.809115348,4,Computer
2022-03-05,airpods,51.45797593,51.45797593,6,Airpods
2022-03-05,the boys,49.987748046,55.868659581,7,Movie
2022-03-05,mouse pad,49.987748046,54.398431697,7,Computer
2022-03-05,ssd,49.987748046,54.398431697,7,Computer
2022-03-05,headphones,49.987748046,51.45797593,7,Computer
2022-03-06,eggs,73.094053469,74.499708344,1,Grocery
2022-03-06,monitor,68.877088846,71.688398595,2,Computer
2022-03-06,the boys,67.471433972,73.094053469,3,Movie
2022-03-06,bread,63.254469348,67.471433972,4,Grocery
2022-03-06,reacher,61.848814474,67.471433972,5,Movie
2022-03-06,laptop,61.848814474,64.660124223,5,Computer
2022-03-06,headphones,61.848814474,64.660124223,5,Computer
2022-03-06,office chair,60.4431596,64.660124223,8,Furniture
2022-03-06,ps5,59.037504725,61.848814474,9,Toy & Games
2022-03-06,toilet paper,59.037504725,59.037504725,9,Grocery
2022-03-07,headphones,59.223281391,59.223281391,1,Computer
2022-03-07,reacher,58.014642995,61.640558182,2,Movie
2022-03-07,kindle,54.388727808,55.597366204,3,Computer
2022-03-07,laptop,54.388727808,59.223281391,3,Computer
2022-03-07,office chair,53.180089412,60.431919787,5,Furniture
2022-03-07,eggs,50.762812621,51.971451017,6,Grocery
2022-03-07,nintendo switch,48.345535829,48.345535829,7,Toy & Games
2022-03-07,printer,48.345535829,48.345535829,7,Printer
2022-03-07,monitor,45.928259038,49.554174225,9,Computer
2022-03-07,mouse pad,45.928259038,55.597366204,9,Computer
2022-03-07,ps5,45.928259038,45.928259038,9,Toy & Games
2022-03-08,ipad,56.817950195,61.653520424,1,Computer
2022-03-08,ps5,53.191272523,53.191272523,2,Toy & Games
2022-03-08,the boys,51.982379965,55.609057637,3,Movie
2022-03-08,toilet paper,51.982379965,53.191272523,3,Grocery
2022-03-08,eggs,51.982379965,51.982379965,3,Grocery
2022-03-08,mouse pad,48.355702293,58.026842752,6,Computer
2022-03-08,headphones,48.355702293,48.355702293,6,Computer
2022-03-08,monitor,48.355702293,49.564594851,6,Computer
2022-03-08,airpods,47.146809736,49.564594851,9,Airpods
2022-03-08,kindle,43.520132064,49.564594851,10,Computer
2022-03-08,keyboard,43.520132064,44.729024621,10,Computer
2022-03-09,amazon shopping search,196.042327729,208.143705984,1,Amazon
2022-03-09,ps5,68.977856053,70.187993878,2,Toy & Games
2022-03-09,monitor,65.347442576,68.977856053,3,Computer
2022-03-09,toilet paper,60.506891274,60.506891274,4,Grocery
2022-03-09,airpods,60.506891274,61.7170291,4,Airpods
2022-03-09,keyboard,50.82578867,53.246064321,6,Computer
2022-03-09,the boys,50.82578867,60.506891274,6,Movie
2022-03-09,office chair,47.195375194,52.035926496,8,Furniture
2022-03-09,headphones,45.985237369,49.615650845,9,Computer
2022-03-09,mouse pad,44.775099543,48.405513019,10,Computer
2022-03-10,ps5,71.018808096,73.467732513,1,Toy & Games
2022-03-10,headphones,59.998648219,59.998648219,2,Computer
2022-03-10,nintendo switch,58.774186011,59.998648219,3,Toy & Games
2022-03-10,monitor,57.549723802,57.549723802,4,Computer
2022-03-10,the boys,50.202950551,51.427412759,5,Movie
2022-03-10,wireless mouse,48.978488342,51.427412759,6,Computer
2022-03-10,toilet paper,46.529563925,46.529563925,7,Grocery
2022-03-10,mouse pad,45.305101716,48.978488342,8,Computer
2022-03-10,airpods,44.080639508,44.080639508,9,Airpods
2022-03-10,creatine,42.856177299,42.856177299,10,Healthcare
2022-03-11,ps5,71.148867237,72.419382724,1,Toy & Games
2022-03-11,marvelous mrs maisel,63.525774319,67.337320778,2,Movie
2022-03-11,ssd,55.902681401,58.443712374,3,Computer
2022-03-11,headphones,53.361650428,54.632165914,4,Computer
2022-03-11,office chair,49.550103969,53.361650428,5,Furniture
2022-03-11,laptop,48.279588483,58.443712374,6,Computer
2022-03-11,eggs,47.009072996,49.550103969,7,Grocery
2022-03-11,monitor,47.009072996,48.279588483,7,Computer
2022-03-11,upload,45.73855751,49.550103969,9,Miscellaneous
2022-03-11,usb hub,44.468042023,44.468042023,10,Computer
2022-03-11,mouse,44.468042023,45.73855751,10,Computer
2022-03-11,external hard drive,44.468042023,48.279588483,10,Computer
2022-03-12,the boys,83.862937429,89.748055845,1,Movie
2022-03-12,spiderman no way home,64.736302577,72.092700597,2,Movie
2022-03-12,upload,61.793743369,75.035259805,3,Miscellaneous
2022-03-12,marvelous mrs maisel,57.379904557,70.621420993,4,Movie
2022-03-12,nintendo switch,54.437345349,55.908624953,5,Toy & Games
2022-03-12,monitor,52.966065745,54.437345349,6,Computer
2022-03-12,headphones,51.494786141,54.437345349,7,Computer
2022-03-12,desk,48.552226933,51.494786141,8,Furniture
2022-03-12,toilet paper,47.080947329,47.080947329,9,Grocery
2022-03-12,ps5,47.080947329,48.552226933,9,Toy & Games
2022-03-12,office chair,47.080947329,51.494786141,9,Furniture
2022-03-12,ipad,47.080947329,47.080947329,9,Computer
2022-03-12,ssd,47.080947329,47.080947329,9,Computer
2022-03-13,airpods,85.553281158,89.830945216,1,Airpods
2022-03-13,the boys,84.127393139,86.979169177,2,Movie
2022-03-13,nintendo switch,72.720288984,75.572065023,3,Toy & Games
2022-03-13,ps5,67.016736907,67.016736907,4,Toy & Games
2022-03-13,upload,64.164960869,74.146177004,5,Miscellaneous
2022-03-13,eggs,62.739072849,62.739072849,6,Grocery
2022-03-13,toilet paper,61.31318483,64.164960869,7,Grocery
2022-03-13,milk,55.609632753,57.035520772,8,Grocery
2022-03-13,toothpaste,55.609632753,57.035520772,8,Healthcare
2022-03-13,spiderman no way home,55.609632753,61.31318483,8,Movie
